timestamp,engagement,impressions,reach,saved,id,like_count
2017-06-26 15:21:40,53,0,0,2,17884827652044380,49
2017-06-27 23:59:28,59,0,0,1,17886097168029178,56
2017-06-28 16:35:26,58,0,0,4,17887071961044655,53
2017-06-29 14:15:33,51,0,0,1,17861226088179291,48
2017-07-02 16:24:45,30,0,0,0,17864635090142754,30
2017-07-03 18:00:48,79,0,0,2,17861613727165631,71
2017-07-04 12:38:02,53,0,0,0,17875553656129569,52
2017-07-05 00:36:15,54,0,0,0,17887046782013542,52
2017-07-09 23:24:52,53,0,0,0,17873258818088038,52
2017-07-12 16:49:05,70,0,0,0,17875376404120852,69
2017-07-14 16:01:13,57,0,0,1,17888909857017728,55
2017-07-16 00:43:57,53,0,0,0,17877631384118162,49
2017-07-16 18:55:51,46,0,0,1,17877333367101068,43
2017-07-18 19:24:25,114,0,0,4,17864510164176632,105
2017-07-22 12:40:38,49,0,0,0,17867313256134017,47
2017-07-24 22:28:14,69,0,0,2,17891221750061537,65
2017-07-25 15:34:52,25,0,0,1,17890256653037965,22
2017-07-26 13:28:35,41,0,0,0,17890380409014258,40
2017-07-30 14:52:57,51,0,0,0,17868297130133084,50
2017-07-31 23:00:29,78,0,0,2,17850726478198098,75
2017-08-01 19:24:24,24,0,0,2,17890615294019910,21
2017-08-02 21:37:23,58,0,0,1,17877086635086044,54
2017-08-04 19:07:44,73,0,0,4,17892982213036446,66
2017-08-10 15:26:15,128,0,0,3,17866147702192340,117
2017-08-10 23:27:04,74,0,0,0,17878049488095503,73
2017-08-14 14:29:48,66,0,0,0,17870992315131650,65
2017-08-15 17:38:27,101,0,0,1,17894738707031272,99
2017-08-16 21:09:18,79,0,0,1,17882539948113715,76
2017-08-17 22:06:34,49,0,0,3,17901033820044077,41
2017-08-19 06:08:56,37,0,0,1,17894547103029460,36
2017-08-19 14:15:42,53,0,0,0,17882384284102282,53
2017-08-21 19:45:46,74,0,0,0,17872050658141067,70
2017-08-24 13:25:33,64,0,0,0,17881807537127714,58
2017-08-28 04:18:19,46,0,0,0,17887074658072901,44
2017-08-29 11:31:15,73,0,0,2,17882413003127222,64
2017-08-31 22:23:01,108,0,0,5,17884556239100122,99
2017-09-01 12:56:07,85,0,0,6,17887918591073093,75
2017-09-05 20:07:20,60,0,0,0,17870752588163467,58
2017-09-06 15:37:48,70,0,0,1,17872819516148202,65
2017-09-07 14:50:48,116,0,0,1,17872582786191727,109
2017-09-08 16:52:51,46,0,0,0,17870179315169461,46
2017-09-13 00:17:19,86,0,0,2,17872826122180808,79
2017-09-14 19:18:43,48,0,0,2,17883203809090763,43
2017-09-17 16:25:22,56,0,0,0,17899660273050000,54
2017-09-19 21:31:01,85,0,0,4,17883464701090676,77
2017-09-21 13:21:14,64,0,0,1,17899387762026959,61
2017-09-24 15:37:26,69,0,0,1,17892498154073445,67
2017-09-25 23:46:32,44,0,0,0,17877005215143038,43
2017-09-28 12:50:38,178,0,0,7,17892209203076926,167
2017-09-29 13:29:18,75,0,0,1,17874675514182240,71
2017-10-01 16:31:09,45,0,0,0,17885277694084592,45
2017-10-02 22:41:26,43,0,0,1,17900008747010852,42
2017-10-04 20:11:19,65,0,0,1,17886759067089599,60
2017-10-05 13:27:45,99,0,0,2,17902225687056690,95
2017-10-08 19:44:49,75,0,0,1,17843537983213759,70
2017-10-09 15:02:26,78,841,686,1,17877130189189341,74
2017-10-11 01:21:11,59,788,619,0,17889362536122883,59
2017-10-11 12:17:30,74,801,654,2,17875668997167233,70
2017-10-16 16:47:02,75,1078,900,0,17877451522165678,73
2017-10-17 21:12:16,82,843,696,1,17889133345127730,78
2017-10-19 20:14:00,89,1003,834,0,17863808782198781,83
2017-10-21 19:41:19,89,894,750,0,17906339269027662,88
2017-10-27 13:59:35,104,862,711,0,17904958603058171,101
2017-10-28 18:07:57,81,1060,890,6,17889290887095147,75
2017-10-30 21:56:20,70,884,707,3,17895208894109497,67
2017-11-01 23:49:20,118,1070,855,1,17881711834184795,113
2017-11-05 17:15:44,132,1403,1168,5,17906555242024297,122
2017-11-06 13:09:51,104,1071,870,0,17893393813112955,102
2017-11-07 00:59:10,61,929,744,0,17881779433188407,58
2017-11-09 20:14:13,78,1033,884,0,17907700705023614,77
2017-11-10 16:12:41,128,1360,1171,9,17881517104180636,115
2017-11-11 15:06:45,115,1276,1105,2,17912058847037171,109
2017-11-12 13:45:38,84,1250,1058,1,17890923496095697,79
2017-11-16 21:48:57,75,964,819,2,17895411022108873,71
2017-11-17 18:11:27,82,1002,872,1,17908840708044811,79
2017-11-19 17:26:11,67,976,819,0,17884591990140385,61
2017-11-21 16:57:55,87,1193,1031,0,17910573784003782,84
2017-11-27 14:01:20,72,1034,901,2,17897140744103459,68
2017-11-30 17:35:45,60,892,770,2,17893714783093563,56
2017-12-01 23:00:16,75,1054,903,3,17851037902223175,69
2017-12-02 20:55:00,43,729,619,0,17898213088097516,40
2017-12-04 22:48:59,129,1249,1049,6,17884617391158760,117
2017-12-08 19:28:09,63,858,730,1,17886087973144002,62
2017-12-10 23:23:25,99,1113,961,1,17882536603173154,96
2017-12-12 20:22:46,74,1118,961,6,17898130834123625,65
2017-12-15 17:21:20,56,842,719,0,17853314101221116,54
2017-12-18 17:00:11,87,1114,979,2,17900755981111544,82
2017-12-19 00:08:32,51,799,661,0,17900539432115138,50
2017-12-19 12:28:08,33,792,635,1,17886693763159345,31
2017-12-22 03:08:22,59,948,773,1,17915195620045876,56
2017-12-22 19:49:18,37,778,657,0,17855025217210772,37
2017-12-29 19:36:07,77,1143,969,3,17908250128079431,73
2018-01-01 04:43:32,41,917,728,0,17898688066095860,41
2018-01-10 01:04:56,226,2351,1872,8,17904770302107586,206
2018-01-12 01:30:59,65,1145,972,1,17844548266233656,61
2018-01-15 17:27:30,115,1571,1295,2,17893632412182959,107
2018-01-17 20:45:26,91,1157,971,0,17860405351207476,86
2018-01-18 19:54:10,63,949,788,0,17919632383003798,61
2018-01-22 21:39:49,59,978,838,1,17919975040058508,54
2018-01-23 17:06:24,93,1009,875,0,17903114569082462,87
2018-01-26 22:29:17,56,991,867,2,17908475776115512,53
2018-01-31 21:42:51,43,848,738,0,17895263551157766,43
2018-02-04 03:33:57,85,1210,977,3,17895087799177607,78
2018-02-05 13:16:27,65,1165,971,1,17863161730211062,64
2018-02-06 21:35:55,83,1184,1006,5,17910495715104696,77
2018-02-07 20:20:52,63,932,779,0,17924015272007161,61
2018-02-09 21:23:50,70,1002,841,3,17896709578153106,65
2018-02-11 00:37:02,79,1257,1054,1,17906011177090490,76
2018-02-12 22:36:13,104,1171,985,7,17899369258135026,96
2018-02-19 22:49:31,105,1295,1114,4,17884423417195032,98
2018-02-21 23:15:16,32,805,690,1,17927188792039785,30
2018-02-25 00:01:31,50,931,775,1,17866990480212590,44
2018-02-26 17:41:55,47,932,788,1,17867461030215822,42
2018-02-28 12:55:35,82,1124,963,4,17928324964036742,76
2018-03-03 00:49:27,74,1249,1063,5,17928439957044959,69
2018-03-06 22:45:40,70,1080,917,1,17904472480136293,69
2018-03-07 23:53:16,74,972,806,6,17897555782173997,64
2018-03-12 05:07:57,49,975,809,1,17889213787197761,47
2018-03-13 22:22:09,73,1135,950,1,17912036722094933,71
2018-03-14 16:44:59,51,890,789,2,17900760310165145,48
2018-03-15 18:19:04,59,1064,940,4,17858707696224418,54
2018-03-21 14:07:19,95,1405,1221,4,17942452264006013,86
2018-03-22 12:54:02,98,1305,1133,2,17854500352246856,92
2018-03-23 15:47:28,35,712,634,1,17919190210102009,33
2018-03-26 22:09:51,79,1379,1205,1,17921789962103218,76
2018-03-28 20:07:58,58,1104,884,1,17920904278099929,55
2018-03-29 16:43:33,62,966,820,1,17905780372157928,61
2018-03-30 18:55:51,52,1014,914,2,17861673604236778,50
2018-04-03 19:45:41,62,1019,879,0,17935666666060909,58
2018-04-05 17:40:09,86,1177,1019,2,17903775175168243,81
2018-04-10 11:34:23,85,1225,1010,3,17846813005254084,75
2018-04-12 12:21:18,57,1091,956,4,17923137721119325,53
2018-04-12 22:48:12,39,962,798,0,17932143895071823,39
2018-04-13 15:30:11,42,914,776,1,17932170901070512,40
2018-04-15 18:08:06,70,1158,1006,0,17867039569231070,66
2018-04-18 22:00:55,37,928,794,1,17930450815078368,34
2018-04-19 13:28:36,79,1062,921,3,17879156932209252,74
2018-04-20 14:38:37,52,799,686,1,17921331265087956,48
2018-04-21 16:31:30,62,1117,992,3,17878398454216357,56
2018-04-22 20:22:53,62,965,876,0,17848761271260302,62
2018-04-26 13:54:31,75,1026,878,3,17922149812093466,71
