,ids,impres,reach,saved,video_views
358,17868830524254789,1170,988,2,0
359,17869478635250019,1837,1520,1,0
360,17960236417010147,1358,996,2,0
361,17960754544019134,1196,979,2,0
362,17931707290146400,1749,1450,2,0
363,17948988397098877,1704,1408,8,0
364,17943133012086545,1458,1220,1,0
365,17890259056238185,1820,1558,6,0
366,17890999255232667,801,671,0,0
367,17964894175007493,1499,1256,1,0
368,17902580929217444,1269,1066,1,450
369,17939630122184991,851,656,0,224
370,17965517374011531,2460,1990,19,0
371,17938733419183427,1847,1472,3,0
372,17955155464098197,1368,1184,2,0
373,17953145245120433,1617,1074,2,0
374,17882293792255010,1349,1100,0,0
375,17937438859172791,1965,1562,8,0
376,17952170707089062,1763,1408,1,0
377,17974500172032951,1267,893,1,0
378,17945089492177334,1735,1491,3,0
379,17877006892269455,1572,1362,2,0
380,17975370001044732,1310,1063,1,0
381,17845710130290493,996,819,0,0
382,17975899930040161,1787,1470,8,0
383,17972739427069618,1233,1051,1,0
384,17971315696074266,1127,920,0,0
385,17889018676252891,1143,754,1,0
386,17979616036022005,2058,1582,3,0
387,17952989158184911,4689,2984,12,0
388,17968915147104580,1792,1485,5,0
389,17908794481233243,2757,2219,11,0
390,17962316425083261,1487,1271,2,0
391,17982585367047527,1982,1744,0,0
392,17911000810235517,1369,1134,1,0
393,17985254509044584,1179,931,0,0
394,17956614037182907,1447,1191,3,0
395,17952954994160896,1264,1063,3,0
396,17987256832020333,1481,1029,0,0
397,17982085822068718,1769,1512,6,0
398,17869795027281396,1157,931,4,406
399,17973975697115975,1421,1180,3,0
400,17973705670105771,1823,1466,5,0
401,17990302630055444,900,763,0,0
402,17960539591146494,1186,1081,4,0
403,17961193180158484,1331,1152,3,0
404,17966005000143567,1207,778,0,0
405,17919389515237406,1665,1418,2,0
406,17967025666134849,1828,1503,0,0
407,17980422931102215,1142,726,4,0
408,17968224526180611,1113,923,0,0
409,17921968168231654,1337,1119,3,0
410,17923422916239521,1435,1200,6,0
411,17975302207094114,1475,1021,2,0
412,17934301372223760,1129,762,15,0
413,18000780502024720,1119,979,0,0
414,17868374323290541,1708,1107,2,0
415,18000205252031458,1128,724,1,0
416,17999206954051140,642,517,0,130
417,17899828477263722,1286,1054,3,0
418,17869537606289752,940,783,2,0
419,17967389164167162,1053,906,1,0
420,17985510739117955,1132,646,1,0
421,18002501560036121,1971,1737,41,0
422,17965702330173648,1109,977,3,0
423,18003621985018161,1264,1126,1,0
424,18003723127050131,905,775,0,0
425,17913797692250843,1273,1053,0,0
426,17874202042290723,1364,794,3,0
427,17975073241155132,2311,2090,22,0
428,17914134043260439,2309,1974,25,0
429,18008120209040892,919,502,1,0
430,18007928557040365,2037,1772,16,0
431,17984944495089050,2286,1980,14,0
432,17965276639199748,3676,2933,24,0
433,18001895365079833,1811,1621,4,0
434,17978820838179211,1030,840,3,0
435,17902616026274679,2036,1628,1,0
436,17994186064117855,1624,1218,1,0
437,17847769909315377,1565,1305,10,0
438,17913083419265399,3457,2976,150,0
439,17988793531093331,1108,982,13,0
440,17984477278133034,2161,1910,5,0
441,17990832526089272,1795,1474,3,0
442,17847924490319810,2492,1998,3,0
443,17936382289246730,2133,1815,4,0
444,17842413697335617,1621,1372,5,0
445,17982562705166950,4157,3225,175,0
446,17952607423220008,1437,1232,10,0
447,17927258683251342,1395,1136,0,0
448,18005850484098823,1373,1119,5,0
449,17945192905240416,2766,2316,14,0
450,17904989902284036,1460,1205,3,0
451,18008322151111998,1923,1608,28,0
452,18017366311078596,2141,1782,6,0
453,17993449360146413,1547,1292,6,623
454,17951558218226422,1556,1343,32,0
455,17849710606343945,2925,2494,8,0
456,18027684907020485,1838,1560,4,0
457,17928431194270025,1757,1512,1,0
458,17967858838203455,1214,738,1,0
459,17911162750303391,1119,939,2,0
460,18029488876002601,1539,1269,0,0
461,17898845350289232,1668,1428,2,0
462,18031460827025740,3920,3334,189,0
463,18024179272074367,1517,1264,4,0
464,17914013773304963,2628,2138,1,0
465,18026407072075553,2184,1537,14,0
466,18018173692109067,3034,2395,5,0
467,18033261463015546,4052,3140,6,0
468,18035156197038614,2908,2246,1,0
469,17850003703360291,5773,4082,24,0
470,18008667694186878,1577,807,3,0
471,18037796533028002,1774,1412,0,0
472,17963305261230387,2398,1998,4,0
473,17919006337303408,1798,1360,1,0
474,17869672219321503,2252,1803,1,0
475,18038242012012240,2155,1612,2,0
476,18023814484113702,3477,2707,13,0
477,17961146737246435,2504,2027,0,0
478,17857096564355086,1561,1243,0,0
479,17976186346211957,1232,947,1,0
480,17909872018288314,1800,1474,1,0
481,18024095728125840,1815,1512,3,0
482,17864249170343758,3985,2917,15,0
483,17949194452257009,1416,1044,0,0
484,18005478364173290,1145,846,0,0
485,17860685647354636,1628,1243,4,0
486,17846069896391152,3334,2641,4,0
487,17927312491303286,1416,1194,0,0
488,17914373056289969,3052,2667,1,1153
489,17844375745395829,1754,1018,1,0
490,17859722842366593,2205,1865,1,894
491,17948520835271873,1333,1103,1,0
492,17987714923204705,1931,1655,6,0
493,17872799050339073,1602,1337,2,0
494,18051997099014456,991,794,1,0
495,18023633479185609,1969,1418,0,0
496,18009134089195078,4705,3201,8,0
497,17878867792326433,1629,1269,0,341
498,18028053841186445,3576,2980,2,0
499,17898831787306885,2670,2210,2,0
500,17876228569342822,1522,1117,3,0
501,17845141420424174,1773,1522,0,0
502,17842509775431128,1681,1314,1,0
503,18034183222085009,1068,864,1,0
504,18060301084054794,2758,2605,0,0
505,18042565822128386,2413,1852,3,0
506,17894758315314885,1986,1565,8,0
507,18060006793010107,1301,1029,0,0
508,17885288941331023,1536,1318,0,0
509,18046233160109655,1734,1064,3,0
510,17880695161346502,1923,1588,1,0
511,18043062028120372,2183,1198,3,0
512,17970397546249648,1562,1286,0,271
513,18032738386147029,1416,1245,1,0
514,17907642118306044,1579,1280,3,0
515,18034889023181382,801,649,0,0
516,18032530219157693,1242,1038,0,438
517,18059736238079915,1753,1440,3,0
518,18064037908067622,925,470,0,0
519,18047265880121665,1248,1000,0,0
520,17868227536381916,1671,1288,2,0
521,17959902703274146,1141,959,2,0
522,18070464040054740,1096,931,0,222
523,17887599064354291,993,803,0,0
524,17970375070265037,1227,1003,2,0
525,17850814564453189,1774,1503,1,0
526,17884485736363768,1480,1182,0,0
527,17996824708236156,1758,1462,1,0
528,18007849039208435,1308,979,3,0
529,18046392154187434,1406,1126,2,0
530,18076350367006058,1207,936,1,0
531,17898189262330327,2216,1860,1,0
532,18046800157138574,2955,2369,2,0
533,17862804517421329,1078,832,4,0
534,17980375531257460,1696,1384,0,0
535,18007324834216989,1607,1324,2,0
536,18047430979191743,2197,1779,1,0
537,18060058147119914,1540,1140,3,0
538,17918877487305543,1814,1458,1,0
539,18009986479217587,1934,1604,1,592
540,17907789118316003,2154,1768,2,0
541,18045722749178786,1260,983,2,0
542,18036395314168027,1215,1033,1,0
543,18061397518105095,1269,1005,1,0
544,18002394106238266,2608,2096,2,0
545,18050109850189170,1743,1464,4,0
546,17868438676411705,1482,1169,0,0
547,18046229572157061,1970,1604,0,0
548,17878173271386217,2568,2121,6,0
549,17847045649492118,1824,1491,5,0
550,18053397130082952,1695,1499,2,562
551,18080380831027996,960,750,1,0
552,18058397566127533,1949,1597,4,0
553,18048198565147001,1833,1430,3,0
554,18082272361012930,1501,1211,1,0
555,17867081338427271,859,646,0,0
556,17898606160347581,1592,1316,1,0
557,17900139634344041,1142,918,1,0
558,18054305458092202,3962,3045,7,0
559,17848929751498146,1594,1324,4,0
560,17890735750366015,1081,898,0,0
561,17847548149503339,1986,1742,2,305
562,17865075715436285,2036,1628,8,0
563,18065120578115038,1237,1003,3,0
564,17854091656474243,1304,1054,1,0
565,18085077385024087,1375,1026,0,0
566,17888091337375150,1229,980,1,0
567,17895500563361701,1499,1260,2,0
568,17892297463367589,1541,1240,1,0
569,18069318823128424,2318,1885,1,0
570,18007292020233151,1288,1023,1,0
571,17990400052250022,3572,2984,17,0
572,18050541199157124,1197,964,1,0
573,17852266447495799,1097,883,0,0
574,18007198813243392,1639,1305,1,0
575,17853791638495564,2704,2196,8,0
576,18059335921081079,1581,1279,0,0
577,17890406425375408,1683,1404,3,0
578,18088270582047522,1358,1088,1,0
579,17919983545310407,2287,1857,6,0
580,18089103715045023,2916,2344,11,0
581,17851236655507383,2740,2178,4,0
582,18059929819095346,1809,1452,0,0
583,18010553989234201,1646,1316,2,0
584,18087865330021655,5153,3961,30,0
585,18025160149203027,1088,826,1,0
586,17873939449426234,1393,1114,0,0
587,17855274421499409,1328,1054,0,0
588,17986181560271477,2906,2357,8,0
589,17847669589545555,1792,1408,3,0
590,18071849476103410,1410,1110,2,0
591,17859926788472495,7035,5821,50,0
592,17852808178510180,926,751,0,0
593,18092910868027076,1221,992,0,0
594,17874813736422292,1175,884,1,0
595,18091780927055565,1624,1303,1,0
596,17859156634486743,4032,3090,12,0
597,18083990296075953,1686,1326,1,0
598,17881600165408838,1881,1464,8,0
599,17871974452441399,1961,1606,3,0
600,17865283351461663,1126,838,4,0
601,18022578862221852,2280,1349,5,0
602,18013569334240319,1215,974,0,0
603,17972448784302952,1886,1510,8,0
604,18049681885170716,1606,1264,5,0
605,17995905466261367,2371,1897,10,0
606,17867960542457605,4285,3543,23,0
607,18090885907064436,1945,1606,6,0
608,17925904459313089,1148,925,0,0
609,17874237724441001,1558,1271,4,0
610,18066123175093686,1827,1483,0,0
611,18065105545133049,868,665,4,0
612,17856813967509787,1574,1258,2,0
613,17843951098618605,2127,1777,11,0
614,17991729379271209,1744,1466,1,569
615,17857123045520108,1756,1422,9,0
616,17892568366386894,2617,2141,6,719
617,17850886990560569,1311,1011,5,0
618,17905361440363299,2552,1988,2,0
619,18099292390038132,2041,1657,3,0
620,17851237576576631,2461,1967,12,0
621,17915096749341443,4027,3434,11,0
622,17871956902453602,1118,883,1,0
623,17843855956630994,1314,1068,1,0
624,18069181486091596,1867,1520,1,0
625,17894275921384147,1824,1442,5,0
626,18099331384058999,1411,1155,0,0
627,18075810949122427,3219,2491,11,0
628,17865395935482791,1561,1279,5,0
629,18070954975136875,12853,10596,33,5550
630,18100520470038394,928,746,2,0
631,18055362448173931,1066,867,0,0
632,18021463672227534,2572,2190,6,0
633,18081650977103857,1124,837,3,0
634,17925461323325721,1931,1528,5,0
635,18102793507050522,2718,2213,13,0
636,17891953969400236,885,700,0,0
637,18071445424082465,2578,2099,2,0
638,18020234569240353,1498,1227,5,0
639,17858060266550471,2452,1990,3,0
640,17926363090316727,3198,2141,7,0
641,17859003490547765,1798,1476,6,0
642,18072965824089304,9136,8850,3,2447
643,17964564394293625,1741,1442,0,0
644,18093778192075666,977,591,0,0
645,18084417472117793,2842,2273,8,801
646,18032803363216401,992,801,0,0
647,18034086037223399,1177,769,1,0
648,17845391998697773,1402,909,1,0
649,18059383516197394,5764,4816,11,0
650,17886173089428401,1094,656,0,0
651,18111897763016276,1688,1034,2,0
652,17878846258446504,1728,1434,7,434
653,17851175503653148,1999,1698,0,0
654,17847627493700225,3338,2796,0,0
655,17923940302338156,1815,1560,0,0
656,17887647805425413,1809,1242,2,0
657,17913761125362647,1714,1312,0,0
